Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;timestamp;usuario;bot
LU18867;Oregon;6620444259;No;Extended;High School or Below;2011-12-02 00:00:00;Employed;M;25075;Suburban;Single;86;0;25;0;3;Personal Auto;Personal L3;Offer4;Agent;412,8;Four-Door Car;Medsize;;;
CZ25193;Arizona;4078290374;No;Premium;Bachelor;2/21/11;Employed;M;57031;Rural;Married;104;16;10;1;1;Personal Auto;Personal L1;Offer1;Agent;13810251;Four-Door Car;Medsize;;;
VE87035;Oregon;8382478392;Yes;Basic;Bachelor;1/27/11;Employed;M;25998;Suburban;Married;71;16;38;0;2;Personal Auto;Personal L3;Offer2;Call Center;791878042;Four-Door Car;Medsize;;;
VY27019;Oregon;4807002259;No;Basic;College;1/29/11;Unemployed;F;0;Suburban;Single;69;4;69;0;9;Personal Auto;Personal L2;Offer1;Agent;496,8;Four-Door Car;Medsize;;;
GP22382;Oregon;4858116042;No;Extended;College;1/22/11;Employed;F;21685;Suburban;Single;127;0;70;0;1;Corporate Auto;Corporate L3;Offer2;Web;609,6;Sports Car;Large;;;
FG15154;California;7240662339;No;Extended;Bachelor;1/23/11;Employed;M;32818;Suburban;Married;93;17;39;0;8;Personal Auto;Personal L1;Offer2;Call Center;446,4;Four-Door Car;Medsize;;;
NK34682;Oregon;273653263;No;Basic;Bachelor;2/20/11;Employed;M;39492;Suburban;Married;68;12;9;0;1;Corporate Auto;Corporate L3;Offer1;Agent;326,4;Four-Door Car;Medsize;;;
YQ98465;California;2619741498;Yes;Basic;High School or Below;1/15/11;Disabled;F;18495;Suburban;Married;113;10;15;0;2;Personal Auto;Personal L3;Offer1;Branch;542,4;SUV;Large;;;
TY86306;California;2336286633;No;Basic;College;2/16/11;Disabled;F;21564;Rural;Married;61;11;61;0;1;Corporate Auto;Corporate L3;Offer2;Call Center;49014822;Two-Door Car;Large;;;
CN19138;Arizona;2254931708;No;Basic;Bachelor;1/31/11;Unemployed;F;0;Suburban;Single;65;0;51;0;1;Corporate Auto;Corporate L3;Offer3;Agent;312;Four-Door Car;Large;;;
LO14518;California;6376754915;No;Extended;Bachelor;2/15/11;Employed;M;27835;Suburban;Divorced;81;18;46;0;3;Personal Auto;Personal L1;Offer1;Branch;52945565;Two-Door Car;Medsize;;;
No73257;Nevada;2941828805;No;Basic;Bachelor;1/22/11;Employed;F;64431;Rural;Divorced;74;19;49;0;1;Personal Auto;Personal L2;Offer2;Branch;48181699;Four-Door Car;Medsize;;;
RE80124;Arizona;6199962422;No;Extended;College;2011-05-01 00:00:00;Unemployed;F;0;Suburban;Single;84;31;61;0;3;Personal Auto;Personal L3;Offer1;Agent;604,8;Two-Door Car;Small;;;
WU50951;Washington;6846150323;Yes;Extended;Bachelor;1/27/11;Unemployed;F;0;Suburban;Divorced;95;13;20;0;5;Personal Auto;Personal L2;Offer1;Call Center;456;Two-Door Car;Large;;;
EV66951;Nevada;1403259376;No;Basic;Master;2/18/11;Unemployed;M;0;Suburban;Married;191;14;94;1;8;Corporate Auto;Corporate L3;Offer2;Web;916,8;Luxury Car;Medsize;;;
TO37423;Oregon;1756915979;No;Basic;College;2/18/11;Employed;M;41463;Suburban;Married;74;2;78;0;2;Special Auto;Special L3;Offer2;Web;355,2;Four-Door Car;Medsize;;;
XF92956;Oregon;2448859093;No;Basic;High School or Below;1/15/11;Unemployed;M;0;Suburban;Single;68;35;52;0;1;Personal Auto;Personal L2;Offer3;Branch;489,6;Four-Door Car;Medsize;;;
ZP64637;Arizona;3857770745;No;Basic;High School or Below;1/29/11;Unemployed;M;0;Suburban;Single;110;20;62;0;1;Corporate Auto;Corporate L3;Offer1;Web;792;Sports Car;Medsize;;;
JG74360;Arizona;4558972934;No;Basic;College;2011-02-02 00:00:00;Employed;M;37709;Suburban;Married;116;19;39;0;1;Corporate Auto;Corporate L2;Offer2;Call Center;556,8;SUV;Medsize;;;
NZ81536;Washington;1671083929;No;Extended;Doctor;2011-07-02 00:00:00;Employed;F;73049;Rural;Single;139;3;42;0;2;Personal Auto;Personal L3;Offer1;Branch;28443696;SUV;Medsize;;;
KT26739;Nevada;3554845264;Yes;Extended;Master;2011-10-01 00:00:00;Employed;F;58557;Rural;Married;88;4;83;0;1;Personal Auto;Personal L2;Offer1;Branch;55510526;Four-Door Car;Large;;;
YU15037;Arizona;4671416683;No;Basic;High School or Below;1/21/11;Unemployed;F;0;Suburban;Single;66;7;66;0;9;Personal Auto;Personal L3;Offer2;Call Center;475,2;Four-Door Car;Medsize;;;
YX91403;Arizona;2909547713;No;Basic;High School or Below;2011-07-02 00:00:00;Employed;F;88944;Rural;Single;72;24;36;0;1;Personal Auto;Personal L3;Offer2;Branch;113805875;Four-Door Car;Medsize;;;
KS46420;Washington;1341131102;No;Basic;Master;2011-06-02 00:00:00;Employed;F;26140;Rural;Married;112;11;50;0;2;Personal Auto;Personal L3;Offer2;Agent;22970752;SUV;Medsize;;;
TW11712;Arizona;4574924641;No;Basic;Master;1/15/11;Employed;M;32906;Suburban;Single;115;18;17;0;1;Personal Auto;Personal L3;Offer1;Branch;552;SUV;Medsize;;;
XY36764;California;2771045031;Yes;Basic;College;2011-11-01 00:00:00;Employed;F;50071;Rural;Single;71;3;32;0;1;Personal Auto;Personal L2;Offer2;Agent;18918935;Two-Door Car;Medsize;;;
LQ16286;Oregon;8038949652;No;Premium;College;2/22/11;Employed;M;71982;Suburban;Single;103;29;37;0;4;Corporate Auto;Corporate L2;Offer3;Call Center;494,4;Four-Door Car;Small;;;
XE86547;Oregon;5143647642;No;Basic;College;2011-10-01 00:00:00;Employed;M;58443;Suburban;Married;65;24;71;0;6;Personal Auto;Personal L3;Offer3;Agent;312;Four-Door Car;Small;;;
QS83113;Oregon;5032386371;No;Basic;Bachelor;2011-10-01 00:00:00;Employed;M;30735;Suburban;Married;63;4;43;0;7;Personal Auto;Personal L3;Offer1;Agent;307080113;Two-Door Car;Small;;;
PH97342;Arizona;2619741498;Yes;Basic;High School or Below;1/15/11;Disabled;F;18495;Suburban;Married;113;10;15;0;2;Personal Auto;Personal L2;Offer1;Branch;542,4;SUV;Large;;;
VQ47100;Washington;4894986713;No;Basic;High School or Below;1/28/11;Employed;F;67436;Suburban;Married;61;6;28;0;4;Personal Auto;Personal L2;Offer2;Web;292,8;Four-Door Car;Medsize;;;
BE17305;Nevada;3193459822;No;Extended;Master;2011-04-02 00:00:00;Employed;M;52653;Urban;Single;81;19;42;0;1;Personal Auto;Personal L2;Offer2;Branch;230300308;Two-Door Car;Medsize;;;
KZ11847;California;5096673223;Yes;Basic;Master;1/28/11;Disabled;F;22886;Suburban;Divorced;65;9;81;0;3;Personal Auto;Personal L3;Offer1;Agent;312;Four-Door Car;Small;;;
EX73249;Arizona;7706956035;No;Basic;College;2011-12-02 00:00:00;Unemployed;F;0;Suburban;Single;73;3;33;0;2;Personal Auto;Personal L1;Offer1;Branch;350,4;Four-Door Car;Medsize;;;
JS19054;Oregon;3339299496;No;Extended;Bachelor;2011-09-01 00:00:00;Employed;F;38821;Suburban;Single;87;14;64;0;1;Personal Auto;Personal L3;Offer1;Agent;48884232;Two-Door Car;Small;;;
YH94097;Washington;9575357152;No;Extended;College;2011-05-02 00:00:00;Unemployed;M;0;Suburban;Married;134;13;11;0;6;Personal Auto;Personal L2;Offer3;Agent;643,2;SUV;Medsize;;;
UQ19505;Oregon;3557196138;No;Extended;College;2011-04-01 00:00:00;Employed;F;39075;Rural;Married;89;22;50;0;1;Personal Auto;Personal L2;Offer1;Call Center;142415244;Two-Door Car;Medsize;;;
YI95574;Arizona;3587359906;No;Extended;High School or Below;2/18/11;Disabled;M;16049;Suburban;Married;93;3;8;0;1;Personal Auto;Personal L2;Offer2;Call Center;446,4;Four-Door Car;Large;;;
JQ84105;Oregon;2360601748;No;Basic;High School or Below;1/21/11;Unemployed;F;0;Suburban;Single;65;14;5;0;1;Corporate Auto;Corporate L3;Offer1;Web;468;Four-Door Car;Small;;;
NU61528;Washington;3023887488;No;Extended;Doctor;1/17/11;Disabled;M;28383;Urban;Single;81;11;20;0;1;Personal Auto;Personal L2;Offer1;Branch;258109435;Four-Door Car;Medsize;;;
FQ20031;Oregon;1092669497;No;Premium;High School or Below;2011-09-01 00:00:00;Employed;M;29418;Suburban;Married;274;23;31;0;1;Personal Auto;Personal L2;Offer4;Agent;1972,8;Luxury SUV;Medsize;;;
XX32359;California;5325724541;Yes;Basic;High School or Below;2/21/11;Unemployed;M;0;Suburban;Married;73;17;44;0;7;Personal Auto;Personal L1;Offer2;Call Center;496474767;Two-Door Car;Medsize;;;
BP69529;Arizona;991590229;No;Extended;Bachelor;1/23/11;Employed;M;30604;Suburban;Divorced;131;35;76;2;3;Corporate Auto;Corporate L3;Offer2;Agent;984170299;SUV;Medsize;;;
LI60972;Arizona;5017610845;No;Basic;College;2/23/11;Employed;F;91804;Suburban;Married;62;18;32;0;9;Special Auto;Special L3;Offer2;Agent;38880286;Four-Door Car;Large;;;
HQ60388;Oregon;8625836992;No;Basic;High School or Below;1/21/11;Employed;F;50446;Suburban;Married;74;28;50;4;2;Personal Auto;Personal L1;Offer4;Web;355,2;Four-Door Car;Medsize;;;
KE66309;California;8432519368;No;Basic;College;2/22/11;Employed;M;87728;Urban;Divorced;70;24;65;0;2;Personal Auto;Personal L3;Offer2;Web;201589875;Four-Door Car;Medsize;;;
YT56442;California;2642932059;No;Basic;College;1/20/11;Employed;M;58729;Rural;Married;68;2;67;2;1;Corporate Auto;Corporate L3;Offer1;Web;94845076;Four-Door Car;Medsize;;;
VH51235;Arizona;3097915845;No;Extended;Bachelor;2/14/11;Unemployed;F;0;Suburban;Single;89;16;59;0;1;Personal Auto;Personal L2;Offer3;Web;427,2;Four-Door Car;Medsize;;;
SF18484;Oregon;1983730548;No;Basic;Master;2/24/11;Unemployed;F;0;Suburban;Married;67;22;0;1;2;Personal Auto;Personal L1;Offer1;Branch;321,6;Four-Door Car;Medsize;;;
HW99293;Arizona;2869743883;No;Basic;Bachelor;1/21/11;Employed;M;21234;Suburban;Married;73;8;23;0;1;Personal Auto;Personal L3;Offer2;Agent;378333708;Four-Door Car;Medsize;;;
QR57598;Oregon;4927068115;No;Basic;Bachelor;2/17/11;Unemployed;M;0;Suburban;Single;73;30;29;0;3;Personal Auto;Personal L1;Offer1;Agent;751927019;Four-Door Car;Small;;;
FY27460;California;4285575678;No;Basic;College;2011-08-01 00:00:00;Employed;M;47823;Suburban;Married;108;26;71;0;1;Personal Auto;Personal L3;Offer2;Agent;518,4;Sports Car;Medsize;;;
YQ75801;Arizona;8874551335;No;Basic;High School or Below;1/26/11;Employed;F;84731;Rural;Married;110;11;32;1;7;Personal Auto;Personal L1;Offer1;Agent;226738219;SUV;Medsize;;;
LP48634;California;2578835541;No;Basic;High School or Below;2/26/11;Employed;F;59974;Rural;Divorced;65;23;5;0;1;Corporate Auto;Corporate L3;Offer4;Call Center;127233139;Four-Door Car;Medsize;;;
EI32190;Arizona;6920999642;No;Extended;Doctor;2011-06-01 00:00:00;Employed;M;67534;Rural;Married;87;2;55;2;5;Personal Auto;Personal L1;Offer1;Agent;104905661;Four-Door Car;Small;;;
WS68402;Oregon;2349957291;No;Basic;Bachelor;2011-11-02 00:00:00;Unemployed;M;0;Suburban;Single;70;21;5;0;1;Special Auto;Special L3;Offer4;Call Center;71667276;Four-Door Car;Large;;;
ND43316;Oregon;4027703503;No;Basic;High School or Below;2011-10-02 00:00:00;Employed;M;27782;Suburban;Married;103;20;54;0;1;Personal Auto;Personal L3;Offer2;Agent;517100887;SUV;Small;;;
HW94513;Nevada;8481310791;No;Basic;High School or Below;2011-02-01 00:00:00;Employed;M;67197;Urban;Divorced;74;29;18;3;2;Personal Auto;Personal L3;Offer1;Branch;275608537;Two-Door Car;Medsize;;;
ZS72533;Oregon;5191446028;No;Basic;High School or Below;2011-09-02 00:00:00;Employed;M;86451;Rural;Single;65;0;99;0;3;Personal Auto;Personal L3;Offer1;Branch;7793078;Two-Door Car;Medsize;;;
RZ97154;Arizona;357249065;No;Extended;Bachelor;1/26/11;Employed;M;56768;Suburban;Divorced;92;11;57;0;1;Personal Auto;Personal L3;Offer1;Agent;441,6;Two-Door Car;Small;;;
LK73198;Washington;4869240839;No;Basic;High School or Below;1/29/11;Employed;F;55593;Rural;Married;61;13;52;0;3;Personal Auto;Personal L1;Offer2;Call Center;9050204;Four-Door Car;Medsize;;;
RS29507;Arizona;1039570939;No;Extended;Bachelor;2011-10-02 00:00:00;Unemployed;F;0;Urban;Married;95;22;59;0;2;Personal Auto;Personal L3;Offer2;Agent;33779769;Four-Door Car;Medsize;;;
XJ39660;Oregon;5297918924;No;Basic;Bachelor;2011-09-02 00:00:00;Employed;F;66203;Rural;Married;66;15;38;0;8;Personal Auto;Personal L3;Offer2;Call Center;130697268;Four-Door Car;Medsize;;;
PK47936;Washington;8750710415;No;Premium;High School or Below;2011-05-01 00:00:00;Employed;F;25806;Suburban;Married;110;20;43;0;5;Personal Auto;Personal L3;Offer4;Call Center;528;Four-Door Car;Medsize;;;
EU95973;California;1494190379;No;Basic;Bachelor;2011-05-02 00:00:00;Disabled;F;22978;Suburban;Married;190;8;53;0;4;Personal Auto;Personal L3;Offer1;Branch;912;Luxury Car;Medsize;;;
OU40102;Oregon;6503397049;Yes;Extended;High School or Below;2/19/11;Disabled;F;22081;Suburban;Married;84;1;9;0;6;Special Auto;Special L1;Offer1;Agent;451670309;Two-Door Car;Small;;;
RC67125;Arizona;1011096161;No;Extended;College;2011-08-01 00:00:00;Employed;F;96506;Urban;Married;124;4;22;0;3;Corporate Auto;Corporate L3;Offer3;Agent;504513989;SUV;Medsize;;;
NK53902;Oregon;6459640843;No;Extended;High School or Below;1/27/11;Employed;M;23235;Suburban;Married;82;32;46;0;3;Personal Auto;Personal L3;Offer2;Call Center;483482031;Four-Door Car;Large;;;
RH70599;Arizona;2769252177;No;Basic;Bachelor;2011-08-02 00:00:00;Employed;M;40506;Rural;Married;70;14;98;0;1;Personal Auto;Personal L1;Offer2;Call Center;113724707;Four-Door Car;Medsize;;;
RR64429;California;677884457;No;Extended;High School or Below;2/25/11;Unemployed;M;0;Suburban;Single;96;2;84;0;9;Personal Auto;Personal L3;Offer2;Agent;460,8;Four-Door Car;Small;;;
IW99237;Oregon;4492518464;No;Basic;Bachelor;2011-12-02 00:00:00;Unemployed;M;0;Suburban;Single;65;8;81;0;3;Personal Auto;Personal L2;Offer1;Branch;312;Two-Door Car;Medsize;;;
PZ94965;California;5733213979;No;Basic;High School or Below;2011-04-02 00:00:00;Employed;F;79955;Rural;Married;71;10;5;0;6;Personal Auto;Personal L3;Offer1;Agent;142932303;Four-Door Car;Large;;;
PV77228;Arizona;3230576665;Yes;Extended;College;2011-05-01 00:00:00;Employed;M;62873;Urban;Divorced;81;0;41;0;1;Corporate Auto;Corporate L1;Offer2;Call Center;20775186;Four-Door Car;Medsize;;;
EX63393;California;6314492009;No;Extended;Master;2/27/11;Employed;F;66947;Suburban;Married;78;13;12;0;6;Personal Auto;Personal L1;Offer3;Agent;374,4;Four-Door Car;Small;;;
QV26574;Washington;601373829;No;Extended;College;2011-10-01 00:00:00;Medical Leave;M;25646;Urban;Married;83;14;92;1;3;Personal Auto;Personal L2;Offer4;Call Center;377917394;Four-Door Car;Medsize;;;
ZL29593;Arizona;2180084066;No;Basic;College;2011-09-02 00:00:00;Unemployed;F;0;Suburban;Single;64;14;96;0;1;Personal Auto;Personal L2;Offer2;Agent;460,8;Four-Door Car;Medsize;;;
TU67471;Washington;2009689337;Yes;Basic;High School or Below;2011-01-01 00:00:00;Employed;F;92766;Suburban;Married;71;17;15;0;2;Personal Auto;Personal L2;Offer2;Agent;379029102;Two-Door Car;Large;;;
FD45309;Oregon;5568947534;Yes;Extended;High School or Below;2011-01-01 00:00:00;Unemployed;M;0;Suburban;Single;79;21;53;1;7;Personal Auto;Personal L2;Offer1;Agent;407440238;Two-Door Car;Medsize;;;
AH58807;Arizona;5142624815;No;Basic;College;2011-09-01 00:00:00;Employed;F;84650;Urban;Married;185;13;39;3;2;Personal Auto;Personal L2;Offer1;Agent;660474274;Luxury Car;Medsize;;;
CX58204;Nevada;8079833042;No;Basic;High School or Below;2011-02-02 00:00:00;Disabled;F;13050;Suburban;Married;102;1;77;0;6;Personal Auto;Personal L1;Offer1;Agent;734,4;SUV;Medsize;;;
TE35954;Arizona;2674730716;Yes;Basic;College;2/15/11;Employed;M;56342;Suburban;Single;69;12;89;0;1;Personal Auto;Personal L2;Offer2;Call Center;331,2;Four-Door Car;Small;;;
XO70106;Oregon;1242186213;No;Basic;Bachelor;1/14/11;Employed;M;58781;Urban;Divorced;106;31;37;0;2;Personal Auto;Personal L2;Offer1;Agent;50246107;SUV;Small;;;
OW20992;California;2311118403;No;Basic;High School or Below;1/18/11;Unemployed;M;0;Suburban;Single;68;0;45;0;1;Personal Auto;Personal L2;Offer2;Web;489,6;Four-Door Car;Medsize;;;
JV44724;Arizona;1025580275;No;Basic;Bachelor;1/23/11;Unemployed;M;0;Suburban;Single;102;17;77;0;2;Personal Auto;Personal L3;Offer1;Agent;734,4;Sports Car;Medsize;;;
PI96349;California;221035072;Yes;Basic;College;1/30/11;Unemployed;M;0;Suburban;Married;102;35;48;0;2;Personal Auto;Personal L3;Offer1;Branch;489,6;SUV;Medsize;;;
NA82031;Washington;2962982516;No;Basic;College;2011-05-02 00:00:00;Employed;F;71809;Rural;Divorced;74;14;3;0;1;Corporate Auto;Corporate L3;Offer3;Agent;78248458;Four-Door Car;Medsize;;;
YH86106;Arizona;5764862315;No;Basic;Bachelor;2011-11-02 00:00:00;Employed;M;40238;Suburban;Married;73;17;88;1;9;Personal Auto;Personal L3;Offer1;Branch;350,4;Four-Door Car;Medsize;;;
DI82448;California;4700421406;No;Basic;Bachelor;2011-04-01 00:00:00;Unemployed;M;0;Suburban;Single;70;2;33;0;9;Personal Auto;Personal L3;Offer1;Call Center;504;Four-Door Car;Medsize;;;
HL97125;Nevada;466922664;Yes;Premium;High School or Below;2/14/11;Employed;F;76157;Suburban;Married;116;15;80;0;1;Personal Auto;Personal L1;Offer2;Call Center;556,8;Two-Door Car;Small;;;
NB18234;Nevada;5384015304;No;Basic;College;2011-11-02 00:00:00;Employed;F;30514;Rural;Single;72;3;87;2;6;Personal Auto;Personal L3;Offer1;Web;154049617;Four-Door Car;Medsize;;;
KH53118;California;7505768149;No;Basic;Bachelor;2/26/11;Employed;F;44485;Rural;Married;62;5;74;0;2;Special Auto;Special L3;Offer1;Agent;79893853;Four-Door Car;Medsize;;;
UX94928;Arizona;105511476;No;Basic;High School or Below;2/14/11;Employed;M;50941;Suburban;Single;69;17;46;0;2;Personal Auto;Personal L2;Offer4;Agent;331,2;Four-Door Car;Small;;;
HO94329;Arizona;2590019716;No;Basic;College;1/14/11;Employed;M;53105;Urban;Married;110;6;65;0;2;Corporate Auto;Corporate L1;Offer3;Agent;365361427;SUV;Medsize;;;
LW64678;California;5101606704;No;Premium;Master;2/19/11;Employed;F;25167;Urban;Married;140;3;76;0;2;Personal Auto;Personal L3;Offer2;Agent;422494292;SUV;Small;;;
CE11308;Washington;357504124;No;Extended;College;1/22/11;Employed;M;30244;Urban;Married;92;11;72;0;1;Personal Auto;Personal L2;Offer4;Call Center;383110633;Four-Door Car;Medsize;;;
DC46685;California;1163889947;Yes;Basic;College;1/26/11;Medical Leave;F;25370;Suburban;Married;102;10;77;0;2;Corporate Auto;Corporate L3;Offer1;Branch;489,6;Sports Car;Large;;;
LM69036;Oregon;1405017358;No;Basic;Master;2011-10-01 00:00:00;Unemployed;M;0;Suburban;Married;73;8;71;1;2;Corporate Auto;Corporate L1;Offer3;Branch;350,4;Four-Door Car;Small;;;
MM83308;Arizona;2379825871;No;Basic;High School or Below;2/21/11;Employed;M;69202;Suburban;Single;61;33;12;0;1;Personal Auto;Personal L2;Offer2;Web;292,8;Two-Door Car;Small;;;
GL33494;Oregon;5460373249;No;Basic;Master;2/15/11;Employed;F;31530;Suburban;Married;69;24;47;1;3;Personal Auto;Personal L3;Offer1;Branch;331,2;Two-Door Car;Medsize;;;
BH61054;California;6269592055;No;Extended;College;2011-10-01 00:00:00;Employed;F;61040;Suburban;Married;78;21;9;0;9;Personal Auto;Personal L3;Offer2;Web;391942636;Two-Door Car;Medsize;;;
OJ77448;Arizona;8709847614;No;Basic;Bachelor;2/15/11;Employed;F;85185;Rural;Married;107;26;91;0;5;Corporate Auto;Corporate L3;Offer1;Agent;166502804;SUV;Small;;;
IN10489;Nevada;5024777578;No;Basic;Master;2/16/11;Employed;F;78772;Rural;Married;62;9;47;0;8;Personal Auto;Personal L3;Offer2;Branch;86274545;Four-Door Car;Small;;;
FY32647;California;1251518061;No;Basic;College;1/16/11;Unemployed;M;0;Suburban;Single;63;35;15;0;2;Special Auto;Special L3;Offer4;Branch;57757549;Two-Door Car;Medsize;;;
YP17198;Oregon;2232582746;No;Basic;Master;2011-05-01 00:00:00;Employed;M;99241;Rural;Single;70;22;27;0;2;Corporate Auto;Corporate L3;Offer2;Branch;48304125;Four-Door Car;Large;;;
RB79317;Arizona;3059056323;No;Extended;Bachelor;1/30/11;Unemployed;F;0;Rural;Married;83;29;52;0;1;Personal Auto;Personal L2;Offer3;Agent;197498882;Two-Door Car;Medsize;;;
IE49043;Nevada;6698974274;No;Basic;College;2011-10-01 00:00:00;Disabled;F;21114;Suburban;Single;180;7;59;0;1;Personal Auto;Personal L3;Offer1;Call Center;864;Luxury Car;Medsize;;;
ZL82075;Nevada;5479555081;Yes;Basic;Master;1/13/11;Employed;M;56005;Suburban;Married;68;31;30;1;3;Corporate Auto;Corporate L1;Offer1;Branch;326,4;Four-Door Car;Small;;;
DV24592;Oregon;2472469209;Yes;Basic;College;1/20/11;Employed;F;63860;Urban;Married;62;26;81;0;1;Personal Auto;Personal L3;Offer2;Agent;208598246;Four-Door Car;Medsize;;;
XF89906;Arizona;5820712842;No;Extended;High School or Below;1/13/11;Disabled;M;29295;Suburban;Married;219;25;50;0;2;Personal Auto;Personal L3;Offer1;Agent;1328839129;Luxury SUV;Large;;;
AD71478;Arizona;3430316936;No;Extended;High School or Below;2011-10-02 00:00:00;Employed;M;54339;Rural;Married;86;10;52;0;1;Personal Auto;Personal L3;Offer4;Agent;10478305;Four-Door Car;Large;;;
SE15781;California;2396219292;Yes;Basic;Bachelor;2011-10-01 00:00:00;Unemployed;F;0;Suburban;Married;66;6;71;2;1;Corporate Auto;Corporate L1;Offer2;Call Center;433160284;Four-Door Car;Large;;;
YG71375;Nevada;5964345179;No;Basic;College;1/28/11;Employed;F;98078;Suburban;Married;73;5;79;0;6;Personal Auto;Personal L1;Offer1;Agent;418689402;Four-Door Car;Large;;;
KH95802;Arizona;2605599527;No;Basic;College;2/14/11;Employed;M;20592;Urban;Single;71;15;81;1;1;Personal Auto;Personal L3;Offer4;Branch;195153339;Two-Door Car;Medsize;;;
FW16824;Oregon;475819231;No;Basic;High School or Below;1/22/11;Employed;M;72805;Suburban;Married;62;13;34;4;3;Corporate Auto;Corporate L3;Offer2;Branch;365466805;Four-Door Car;Medsize;;;
FK17363;Washington;5154051492;No;Extended;High School or Below;2011-02-02 00:00:00;Employed;F;55645;Suburban;Divorced;129;23;33;0;1;Personal Auto;Personal L1;Offer1;Call Center;619,2;SUV;Medsize;;;
DK66277;California;2805176489;No;Basic;High School or Below;1/14/11;Employed;M;98859;Suburban;Divorced;70;3;57;0;1;Personal Auto;Personal L1;Offer4;Web;504;Four-Door Car;Small;;;
FX67699;Oregon;4250282624;Yes;Basic;High School or Below;1/18/11;Unemployed;F;0;Suburban;Single;61;17;1;1;7;Corporate Auto;Corporate L3;Offer1;Agent;292,8;Four-Door Car;Small;;;
LC92080;Oregon;7247736708;No;Basic;College;2011-01-01 00:00:00;Employed;M;23541;Rural;Married;62;12;38;0;2;Personal Auto;Personal L3;Offer2;Agent;98923871;Two-Door Car;Medsize;;;
CQ57225;California;5008789971;No;Basic;Bachelor;1/16/11;Unemployed;M;0;Suburban;Single;73;4;0;0;8;Corporate Auto;Corporate L3;Offer1;Call Center;350,4;Two-Door Car;Medsize;;;
AM53473;Arizona;5821787383;No;Basic;Bachelor;2/13/11;Employed;F;60087;Suburban;Single;74;21;23;0;3;Special Auto;Special L3;Offer1;Agent;355,2;Four-Door Car;Small;;;
TE50227;Arizona;1889832653;No;Extended;College;1/14/11;Unemployed;M;0;Suburban;Single;132;23;33;0;2;Personal Auto;Personal L1;Offer1;Agent;1405292809;SUV;Medsize;;;
IS45756;Arizona;4756913057;No;Extended;College;2011-07-01 00:00:00;Employed;F;48938;Suburban;Divorced;121;23;20;0;1;Personal Auto;Personal L2;Offer1;Call Center;580,8;SUV;Large;;;
QA71190;California;8083917906;No;Premium;Bachelor;2/18/11;Employed;F;31506;Suburban;Married;102;23;50;0;8;Personal Auto;Personal L1;Offer1;Web;601074585;Four-Door Car;Small;;;
LD53393;California;7417406267;No;Basic;Bachelor;1/22/11;Employed;M;67454;Suburban;Married;185;3;71;0;1;Personal Auto;Personal L1;Offer2;Agent;1332;Luxury Car;Large;;;
JO35068;Nevada;253862632;Yes;Basic;Bachelor;2/17/11;Retired;M;18608;Suburban;Divorced;71;13;24;0;1;Personal Auto;Personal L2;Offer2;Web;340,8;Four-Door Car;Medsize;;;
EC71857;Washington;2432958093;No;Basic;Doctor;2011-08-01 00:00:00;Employed;F;28519;Rural;Married;61;9;94;0;1;Personal Auto;Personal L2;Offer2;Agent;111865326;Four-Door Car;Medsize;;;
LB19360;Nevada;4170687348;Yes;Basic;Master;1/17/11;Employed;F;29462;Suburban;Single;107;28;23;1;1;Personal Auto;Personal L1;Offer2;Branch;513,6;SUV;Large;;;
RM70340;Oregon;2489662064;No;Basic;High School or Below;2011-07-02 00:00:00;Unemployed;M;0;Suburban;Single;74;3;64;0;1;Corporate Auto;Corporate L3;Offer2;Branch;532,8;Four-Door Car;Small;;;
YL34043;Nevada;3758950734;No;Extended;Bachelor;2011-07-01 00:00:00;Employed;F;58300;Rural;Married;94;25;55;0;1;Personal Auto;Personal L3;Offer1;Branch;2404838;Four-Door Car;Medsize;;;
BQ88033;Oregon;4238900791;No;Extended;College;2/17/11;Employed;M;82554;Rural;Married;132;6;15;0;2;Personal Auto;Personal L1;Offer1;Branch;154749492;Sports Car;Medsize;;;
SG46572;California;2983038714;No;Basic;High School or Below;2011-02-01 00:00:00;Unemployed;F;0;Suburban;Divorced;102;10;85;0;2;Personal Auto;Personal L3;Offer2;Agent;489,6;Sports Car;Medsize;;;
LT94367;California;2613490739;No;Basic;College;1/16/11;Unemployed;M;0;Suburban;Divorced;111;1;72;0;2;Personal Auto;Personal L2;Offer1;Branch;673262794;Sports Car;Small;;;
FV83989;Arizona;2453570794;Yes;Basic;Bachelor;2011-09-02 00:00:00;Medical Leave;M;29735;Suburban;Single;69;3;92;0;1;Personal Auto;Personal L3;Offer1;Agent;331,2;Four-Door Car;Medsize;;;
WO80705;Arizona;2855925747;No;Basic;Bachelor;2/14/11;Employed;F;50738;Suburban;Divorced;71;11;48;0;1;Personal Auto;Personal L1;Offer3;Agent;344470631;Four-Door Car;Large;;;
CT51200;Oregon;5771610372;No;Basic;High School or Below;2/17/11;Employed;F;65709;Rural;Divorced;72;33;77;0;3;Corporate Auto;Corporate L3;Offer1;Web;12945127;Four-Door Car;Medsize;;;
